GO ID	Description	p-value	q-value	Enrichment (Target Ratio; BG Ration)	Genes
GO:0000165	MAPK cascade	0.00225153212862207	0.014603922678882	3.48 (8/217; 221/20876)	AT2G43010 AT1G59870 AT1G02450 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0023014	signal transduction by protein phosphorylation	0.00225153212862207	0.014603922678882	3.48 (8/217; 221/20876)	AT2G43010 AT1G59870 AT1G02450 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0009627	systemic acquired resistance	0.00254983649902748	0.016368303956793	2.59 (12/217; 446/20876)	AT2G43010 AT1G59870 AT5G35735 AT1G11260 AT1G02450 AT2G21120 AT4G08850 AT5G42050 AT4G11330 AT1G05010 AT5G24930 AT5G47120
GO:0007030	Golgi organization	0.00257161993386091	0.016368303956793	3.8 (7/217; 177/20876)	AT4G18710 AT2G41430 AT3G16850 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0042435	indole-containing compound biosynthetic process	0.00270188185267672	0.0170381828331563	4.34 (6/217; 133/20876)	AT1G32640 AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0030003	cellular cation homeostasis	0.00285877640235377	0.0178621760726498	3.07 (9/217; 282/20876)	AT2G43010 AT1G59870 AT5G22890 AT1G27770 AT4G05180 AT5G26820 AT1G05010 AT1G25560 AT5G24930
GO:0006568	tryptophan metabolic process	0.00329360238525068	0.0202082574040511	5.01 (5/217; 96/20876)	AT1G32640 AT3G50740 AT2G20630 AT3G53180 AT1G49500
GO:0006586	indolalkylamine metabolic process	0.00329360238525068	0.0202082574040511	5.01 (5/217; 96/20876)	AT1G32640 AT3G50740 AT2G20630 AT3G53180 AT1G49500
GO:0009966	regulation of signal transduction	0.0034829407873269	0.0211036914159035	4.12 (6/217; 140/20876)	AT2G43010 AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:0006833	water transport	0.00360690697125171	0.0211036914159035	4.09 (6/217; 141/20876)	AT4G18710 AT2G41430 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0042044	fluid transport	0.00360690697125171	0.0211036914159035	4.09 (6/217; 141/20876)	AT4G18710 AT2G41430 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009788	negative regulation of abscisic acid-activated signaling pathway	0.00365645101657308	0.0211036914159035	9.62 (3/217; 30/20876)	AT1G01720 AT2G22430 AT3G02140
GO:0043562	cellular response to nitrogen levels	0.00365645101657308	0.0211036914159035	9.62 (3/217; 30/20876)	AT1G59870 AT3G05630 AT4G08850
GO:1901420	negative regulation of response to alcohol	0.00365645101657308	0.0211036914159035	9.62 (3/217; 30/20876)	AT1G01720 AT2G22430 AT3G02140
GO:1905958	negative regulation of cellular response to alcohol	0.00365645101657308	0.0211036914159035	9.62 (3/217; 30/20876)	AT1G01720 AT2G22430 AT3G02140
GO:0023051	regulation of signaling	0.00373412287367626	0.0213708757122383	4.06 (6/217; 142/20876)	AT2G43010 AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:0009850	auxin metabolic process	0.00386463982812503	0.021933526042078	4.04 (6/217; 143/20876)	AT2G43010 AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0016109	tetraterpenoid biosynthetic process	0.00409412859438639	0.0226692443351989	4.76 (5/217; 101/20876)	AT3G11670 AT5G52570 AT1G06570 AT2G44920 AT4G25700
GO:0016117	carotenoid biosynthetic process	0.00409412859438639	0.0226692443351989	4.76 (5/217; 101/20876)	AT3G11670 AT5G52570 AT1G06570 AT2G44920 AT4G25700
GO:0048584	positive regulation of response to stimulus	0.00409412859438639	0.0226692443351989	4.76 (5/217; 101/20876)	AT1G22770 AT5G08130 AT5G66880 AT3G25070 AT2G33150
GO:0010646	regulation of cell communication	0.00413578267169548	0.0227152070338453	3.98 (6/217; 145/20876)	AT2G43010 AT1G01720 AT5G66880 AT2G22430 AT3G02140 AT2G33150
GO:0042542	response to hydrogen peroxide	0.0042634796997893	0.0232292325537994	3.47 (7/217; 194/20876)	AT1G22770 AT3G48360 AT2G18170 AT5G05410 AT2G47180 AT4G24190 AT4G24240
GO:0010256	endomembrane system organization	0.00438419005619426	0.0234337621590235	3.45 (7/217; 195/20876)	AT4G18710 AT2G41430 AT3G16850 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0046777	protein autophosphorylation	0.0044207477932142	0.0234337621590235	3.93 (6/217; 147/20876)	AT4G18710 AT4G32300 AT5G54380 AT3G16850 AT3G24550 AT4G23050
GO:0006096	glycolytic process	0.00450746785269008	0.0234337621590235	3.44 (7/217; 196/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0006165	nucleoside diphosphate phosphorylation	0.00450746785269008	0.0234337621590235	3.44 (7/217; 196/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0006757	ATP generation from ADP	0.00450746785269008	0.0234337621590235	3.44 (7/217; 196/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0042866	pyruvate biosynthetic process	0.00450746785269008	0.0234337621590235	3.44 (7/217; 196/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0046939	nucleotide phosphorylation	0.00463334724617394	0.0238461688950727	3.42 (7/217; 197/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009135	purine nucleoside diphosphate metabolic process	0.00476186247487387	0.0238461688950727	3.4 (7/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009179	purine ribonucleoside diphosphate metabolic process	0.00476186247487387	0.0238461688950727	3.4 (7/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009185	ribonucleoside diphosphate metabolic process	0.00476186247487387	0.0238461688950727	3.4 (7/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0046031	ADP metabolic process	0.00476186247487387	0.0238461688950727	3.4 (7/217; 198/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009631	cold acclimation	0.00480275038987864	0.0238753707433844	8.75 (3/217; 33/20876)	AT1G20440 AT1G29395 AT1G20450
GO:0016108	tetraterpenoid metabolic process	0.00502487902516907	0.024454351392434	4.54 (5/217; 106/20876)	AT3G11670 AT5G52570 AT1G06570 AT2G44920 AT4G25700
GO:0016116	carotenoid metabolic process	0.00502487902516907	0.024454351392434	4.54 (5/217; 106/20876)	AT3G11670 AT5G52570 AT1G06570 AT2G44920 AT4G25700
GO:0009132	nucleoside diphosphate metabolic process	0.00502693776691457	0.024454351392434	3.37 (7/217; 200/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0019359	nicotinamide nucleotide biosynthetic process	0.00530296906730014	0.0256141917621738	3.33 (7/217; 202/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009636	response to toxic substance	0.00553006368456387	0.0265229889096577	2.46 (11/217; 430/20876)	AT1G22770 AT3G48360 AT5G10450 AT2G18170 AT2G42790 AT5G05410 AT3G05630 AT2G47180 AT4G24190 AT4G24240 AT2G33150
GO:0009684	indoleacetic acid biosynthetic process	0.0056503027034585	0.026910164513343	4.41 (5/217; 109/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0009683	indoleacetic acid metabolic process	0.0058704481497745	0.0276601576793718	4.37 (5/217; 110/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G49500 AT5G04590
GO:0019363	pyridine nucleotide biosynthetic process	0.005889005750129	0.0276601576793718	3.27 (7/217; 206/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0000302	response to reactive oxygen species	0.00622668582322043	0.0290458956569835	2.72 (9/217; 318/20876)	AT1G22770 AT3G48360 AT1G58290 AT2G18170 AT5G05410 AT3G23400 AT2G47180 AT4G24190 AT4G24240
GO:0006754	ATP biosynthetic process	0.00652219172700949	0.0296130389289484	3.21 (7/217; 210/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009201	ribonucleoside triphosphate biosynthetic process	0.00652219172700949	0.0296130389289484	3.21 (7/217; 210/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.00652219172700949	0.0296130389289484	3.21 (7/217; 210/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0070838	divalent metal ion transport	0.00652219172700949	0.0296130389289484	3.21 (7/217; 210/20876)	AT1G59870 AT1G27770 AT3G16850 AT4G05180 AT1G05010 AT1G25560 AT5G24930
GO:0010152	pollen maturation	0.00662783917506119	0.0296967586306412	16.03 (2/217; 12/20876)	AT3G62980 AT3G26810
GO:0016122	xanthophyll metabolic process	0.00662783917506119	0.0296967586306412	16.03 (2/217; 12/20876)	AT5G52570 AT4G25700
GO:0009145	purine nucleoside triphosphate biosynthetic process	0.00685716143094118	0.0303252456993776	3.18 (7/217; 212/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0072511	divalent inorganic cation transport	0.00685716143094118	0.0303252456993776	3.18 (7/217; 212/20876)	AT1G59870 AT1G27770 AT3G16850 AT4G05180 AT1G05010 AT1G25560 AT5G24930
GO:0009142	nucleoside triphosphate biosynthetic process	0.00702936237074619	0.030844486142991	3.16 (7/217; 213/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0071365	cellular response to auxin stimulus	0.00706515123089839	0.030844486142991	5.27 (4/217; 73/20876)	AT2G43010 AT1G59870 AT3G48360 AT3G62980
GO:0016054	organic acid catabolic process	0.00735828365749951	0.0316255596544749	2.49 (10/217; 386/20876)	AT5G14710 AT3G13640 AT2G42790 AT3G05630 AT3G50740 AT1G64660 AT2G20630 AT3G53180 AT1G49500 AT2G33150
GO:0046395	carboxylic acid catabolic process	0.00735828365749951	0.0316255596544749	2.49 (10/217; 386/20876)	AT5G14710 AT3G13640 AT2G42790 AT3G05630 AT3G50740 AT1G64660 AT2G20630 AT3G53180 AT1G49500 AT2G33150
GO:0072525	pyridine-containing compound biosynthetic process	0.00738337061175956	0.0316255596544749	3.13 (7/217; 215/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0048573	photoperiodism, flowering	0.00745945059796518	0.0317517403742334	3.52 (6/217; 164/20876)	AT1G22770 AT1G01060 AT2G46830 AT5G37260 AT5G61380 AT1G25560
GO:0009310	amine catabolic process	0.00758338942030063	0.0318807859319981	4.11 (5/217; 117/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G68440 AT1G49500
GO:0042402	cellular biogenic amine catabolic process	0.00758338942030063	0.0318807859319981	4.11 (5/217; 117/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G68440 AT1G49500
GO:0009127	purine nucleoside monophosphate biosynthetic process	0.00793892113899151	0.0329684337415116	3.09 (7/217; 218/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	0.00793892113899151	0.0329684337415116	3.09 (7/217; 218/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009124	nucleoside monophosphate biosynthetic process	0.00832605266614656	0.0340581013359764	3.06 (7/217; 220/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0009156	ribonucleoside monophosphate biosynthetic process	0.00832605266614656	0.0340581013359764	3.06 (7/217; 220/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G20440 AT4G24190 AT1G20693 AT5G04590
GO:0043069	negative regulation of programmed cell death	0.00835134123176609	0.0340581013359764	3.44 (6/217; 168/20876)	AT1G09070 AT1G32640 AT4G33430 AT5G42050 AT3G25070 AT5G47120
GO:0052546	cell wall pectin metabolic process	0.00883079845453569	0.0350816377620798	7.04 (3/217; 41/20876)	AT2G35880 AT3G24550 AT1G30690
GO:0019318	hexose metabolic process	0.00899042641795939	0.0350816377620798	2.76 (8/217; 279/20876)	AT1G79750 AT5G10450 AT3G07390 AT3G12560 AT2G01140 AT1G06410 AT2G47180 AT4G24190
GO:0034219	carbohydrate transmembrane transport	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT1G11260 AT5G26340
GO:0042343	indole glucosinolate metabolic process	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT1G59870 AT1G32640
GO:0051260	protein homooligomerization	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT1G79750 AT1G64660
GO:0055062	phosphate ion homeostasis	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT5G04340 AT3G02040
GO:0055083	monovalent inorganic anion homeostasis	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT5G04340 AT3G02040
GO:0072506	trivalent inorganic anion homeostasis	0.00901440846668589	0.0350816377620798	13.74 (2/217; 14/20876)	AT5G04340 AT3G02040
GO:0009648	photoperiodism	0.00906875754221283	0.0350926203936107	3.38 (6/217; 171/20876)	AT1G22770 AT1G01060 AT2G46830 AT5G37260 AT5G61380 AT1G25560
GO:0009644	response to high light intensity	0.00914179928045388	0.0351754037136703	3.01 (7/217; 224/20876)	AT1G27730 AT2G41430 AT2G17840 AT5G05410 AT2G47180 AT4G24190 AT4G24240
GO:0006569	tryptophan catabolic process	0.00929558934366248	0.0352535560370027	4.87 (4/217; 79/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G49500
GO:0046218	indolalkylamine catabolic process	0.00929558934366248	0.0352535560370027	4.87 (4/217; 79/20876)	AT3G50740 AT2G20630 AT3G53180 AT1G49500
GO:0060548	negative regulation of cell death	0.00931740043636394	0.0352535560370027	3.36 (6/217; 172/20876)	AT1G09070 AT1G32640 AT4G33430 AT5G42050 AT3G25070 AT5G47120
GO:0034655	nucleobase-containing compound catabolic process	0.0096102910732173	0.0361608509704658	2.54 (9/217; 341/20876)	AT4G18710 AT2G41430 AT5G10450 AT1G30110 AT1G20440 AT4G24190 AT1G20693 AT3G16830 AT5G04590
