genes troughs peaks
AT3G51610 ZT4 ZT0
AT3G51370 ZT4 ZT20
AT3G51440 ZT0 ZT8
AT3G51710 ZT4 ZT0
AT3G51730 ZT8 ZT0
AT3G51660 ZT0 ZT8
unknown_537 ZT8 ZT20
AT3G51670 ZT16 ZT4
AT3G51910 ZT4 ZT0
AT3G52110 ZT0 ZT12
AT3G51000 ZT16 ZT12
AT3G51330 ZT4 ZT16
AT3G50970 ZT0 ZT8
AT3G51460 ZT0 ZT12
AT3G51450 ZT0 ZT12
AT3G51600 ZT8 ZT16
AT3G51430 ZT0 ZT12
AT3G51400 ZT20 ZT8
AT3G51130 ZT8 ZT20
AT3G51160 ZT20 ZT4
AT3G51140 ZT0 ZT16
AT3G51010 ZT20 ZT12
AT3G50950 ZT0 ZT12
AT3G50960 ZT16 ZT8
AT3G50930 ZT0 ZT16
AT3G50790 ZT16 ZT0
AT3G50900 ZT4 ZT16
AT3G50910 ZT8 ZT12
AT3G50830 ZT12 ZT0
AT3G51280 ZT0 ZT8
AT3G51320 ZT0 ZT8
AT3G50530 ZT8 ZT16
AT3G50620 ZT16 ZT0
AT3G50550 ZT4 ZT16
AT3G50500 ZT4 ZT8
AT3G50560 ZT12 ZT0
AT3G50440 ZT0 ZT8
AT3G50480 ZT4 ZT16
AT3G50650 ZT4 ZT16
AT3G50700 ZT0 ZT8
AT3G50750 ZT12 ZT0
AT3G50760 ZT20 ZT4
AT3G50630 ZT4 ZT0
AT3G50685 ZT16 ZT4
AT3G50740 ZT16 ZT0
AT3G50660 ZT20 ZT8
unknown_544 ZT4 ZT16
AT3G50070 ZT20 ZT4
AT3G50000 ZT12 ZT0
AT3G50060 ZT12 ZT0
AT3G50110 ZT0 ZT12
AT3G50270 ZT0 ZT8
AT3G50340 ZT20 ZT4
AT3G50410 ZT16 ZT4
AT3G50210 ZT4 ZT16
AT3G50260 ZT0 ZT8
AT3G50420 ZT4 ZT8
AT3G50140 ZT4 ZT20
AT3G49940 ZT12 ZT0
AT3G49850 ZT4 ZT16
AT3G49860 ZT8 ZT0
unknown_546 ZT12 ZT0
AT3G49890 ZT20 ZT8
AT3G49810 ZT8 ZT0
AT3G49780 ZT4 ZT0
AT3G49910 ZT20 ZT12
AT3G49990 ZT20 ZT4
AT3G50120 ZT0 ZT8
AT3G49710 ZT0 ZT12
AT3G49725 ZT0 ZT12
AT3G49790 ZT12 ZT0
AT3G49180 ZT20 ZT8
AT3G49220 ZT8 ZT0
AT3G49590 ZT12 ZT20
AT3G49620 ZT12 ZT16
AT3G49640 ZT12 ZT0
AT3G49560 ZT0 ZT12
AT3G49670 ZT12 ZT4
AT3G49660 ZT0 ZT12
AT3G49680 ZT0 ZT12
AT3G49530 ZT4 ZT16
AT3G49320 ZT0 ZT12
AT3G49360 ZT8 ZT0
AT3G49080 ZT20 ZT12
unknown_549 ZT0 ZT12
AT3G48990 ZT4 ZT0
AT3G49010 ZT0 ZT8
AT3G48970 ZT0 ZT8
AT3G48930 ZT0 ZT8
AT3G49160 ZT12 ZT0
AT3G49230 ZT20 ZT8
AT3G49240 ZT20 ZT8
AT3G49350 ZT4 ZT12
AT3G49370 ZT0 ZT8
AT3G49390 ZT0 ZT12
AT3G48720 ZT8 ZT0
AT3G48570 ZT4 ZT16
AT3G48560 ZT8 ZT0
AT3G48680 ZT4 ZT0
AT3G48740 ZT8 ZT20
unknown_552 ZT4 ZT0
AT3G48880 ZT8 ZT20
AT3G48610 ZT16 ZT4
unknown_553 ZT0 ZT8
AT3G48140 ZT12 ZT0
AT3G48170 ZT4 ZT12
AT3G48250 ZT0 ZT8
AT3G48410 ZT0 ZT8
AT3G48440 ZT4 ZT12
AT3G48490 ZT0 ZT16
AT3G48500 ZT0 ZT8
AT3G48460 ZT16 ZT4
AT3G48420 ZT8 ZT20
AT3G48360 ZT4 ZT20
unknown_558 ZT8 ZT0
AT3G48090 ZT0 ZT12
AT3G48100 ZT16 ZT0
AT3G48040 ZT12 ZT0
AT3G47930 ZT4 ZT16
AT3G47960 ZT0 ZT12
AT3G47730 ZT12 ZT0
unknown_559 ZT12 ZT0
AT3G47810 ZT4 ZT16
AT3G47800 ZT4 ZT8
AT3G47833 ZT0 ZT12
AT3G47860 ZT4 ZT12
AT3G47990 ZT8 ZT20
AT3G48080 ZT0 ZT12
AT3G47520 ZT20 ZT4
AT3G47600 ZT8 ZT0
AT3G47450 ZT0 ZT8
AT3G47430 ZT8 ZT0
AT3G47295 ZT12 ZT0
AT3G47370 ZT0 ZT4
AT3G47420 ZT16 ZT0
AT3G47340 ZT12 ZT0
AT3G47490 ZT16 ZT0
AT3G47510 ZT8 ZT0
AT3G47530 ZT20 ZT8
AT3G47540 ZT16 ZT4
AT3G47550 ZT0 ZT8
AT3G47610 ZT12 ZT20
AT3G47620 ZT12 ZT0
AT3G47640 ZT4 ZT16
AT3G47500 ZT16 ZT4
AT3G47470 ZT16 ZT4
AT3G47560 ZT12 ZT0
AT3G47380 ZT20 ZT8
AT3G46780 ZT16 ZT4
AT3G46940 ZT20 ZT12
AT3G46980 ZT0 ZT8
AT3G47000 ZT12 ZT0
AT3G47010 ZT8 ZT12
unknown_568 ZT8 ZT0
AT3G47250 ZT8 ZT0
AT3G47070 ZT8 ZT16
AT3G47160 ZT0 ZT8
AT3G47080 ZT16 ZT12
AT3G46970 ZT0 ZT8
AT3G46820 ZT12 ZT0
AT3G46620 ZT20 ZT12
unknown_574 ZT0 ZT8
AT3G46540 ZT0 ZT12
AT3G46560 ZT20 ZT12
AT3G46630 ZT16 ZT8
AT3G46670 ZT0 ZT12
AT3G46600 ZT4 ZT0
AT3G46690 ZT12 ZT4
AT3G46530 ZT4 ZT12
AT3G46510 ZT8 ZT0
AT3G46880 ZT12 ZT0
AT3G46900 ZT8 ZT0
AT3G46210 ZT20 ZT4
AT3G46290 ZT16 ZT4
AT3G46370 ZT16 ZT4
AT3G46440 ZT4 ZT12
AT3G46490 ZT8 ZT20
AT3G46110 ZT0 ZT12
AT3G46130 ZT8 ZT20
AT3G45730 ZT12 ZT0
AT3G45770 ZT4 ZT20
AT3G45780 ZT12 ZT4
AT3G45860 ZT4 ZT16
AT3G45900 ZT12 ZT4
AT3G46030 ZT0 ZT12
AT3G45980 ZT0 ZT16
unknown_579 ZT0 ZT8
AT3G46010 ZT0 ZT8
AT3G46000 ZT0 ZT8
AT3G46040 ZT12 ZT4
AT3G45290 ZT4 ZT12
AT3G45430 ZT0 ZT8
AT3G45490 ZT20 ZT8
AT3G45620 ZT0 ZT12
AT3G45600 ZT16 ZT8
AT3G45640 ZT0 ZT16
AT3G45590 ZT4 ZT0
AT3G45040 ZT4 ZT16
AT3G45050 ZT0 ZT12
AT3G45010 ZT12 ZT4
AT3G44990 ZT0 ZT4
AT3G45140 ZT0 ZT12
AT3G45210 ZT8 ZT4
AT3G45310 ZT8 ZT12
AT3G44750 ZT0 ZT8
AT3G44960 ZT0 ZT12
AT3G44590 ZT20 ZT8
AT3G44610 ZT8 ZT0
AT3G44630 ZT8 ZT20
AT3G44720 ZT8 ZT0
AT3G44450 ZT0 ZT4
AT3G44110 ZT0 ZT12
AT3G44280 ZT4 ZT16
AT3G44380 ZT8 ZT0
AT3G44020 ZT8 ZT0
AT3G43960 ZT0 ZT8
AT3G43670 ZT4 ZT8
AT3G43790 ZT0 ZT8
AT3G43720 ZT8 ZT0
AT3G43800 ZT4 ZT12
AT3G43810 ZT0 ZT8
AT3G43540 ZT8 ZT20
AT3G43220 ZT12 ZT0
AT3G43290 ZT16 ZT4
AT3G43230 ZT12 ZT0
unknown_624 ZT0 ZT12
AT3G42725 ZT20 ZT16
AT3G42860 ZT0 ZT12
AT3G42660 ZT16 ZT4
AT3G42670 ZT4 ZT20
unknown_642 ZT4 ZT0
unknown_644 ZT4 ZT12
unknown_655 ZT4 ZT16
AT4G40045 ZT8 ZT0
AT4G40030 ZT8 ZT20
AT4G39890 ZT8 ZT20
AT4G39950 ZT0 ZT12
AT4G39960 ZT0 ZT12
AT4G39980 ZT0 ZT12
AT4G39910 ZT12 ZT0
unknown_669 ZT12 ZT8
unknown_676 ZT12 ZT8
AT4G39710 ZT8 ZT20
AT4G39660 ZT20 ZT8
AT4G39756 ZT12 ZT4
AT4G39770 ZT12 ZT4
AT4G39780 ZT8 ZT0
AT4G39820 ZT0 ZT12
AT4G39740 ZT20 ZT12
AT4G39940 ZT16 ZT12
AT4G39630 ZT16 ZT8
AT4G39390 ZT0 ZT16
AT4G39730 ZT0 ZT12
AT4G39675 ZT12 ZT0
AT4G39520 ZT16 ZT4
AT4G39170 ZT0 ZT8
AT4G39260 ZT0 ZT8
AT4G39350 ZT12 ZT4
AT4G39240 ZT20 ZT8
AT4G39210 ZT0 ZT12
AT4G39400 ZT12 ZT0
AT4G39410 ZT12 ZT8
AT4G39480 ZT12 ZT0
AT4G39560 ZT16 ZT0
AT4G39640 ZT12 ZT0
AT4G39510 ZT16 ZT4
AT4G39200 ZT4 ZT16
AT4G38960 ZT12 ZT0
AT4G38980 ZT4 ZT0
AT4G39030 ZT0 ZT12
AT4G39070 ZT8 ZT16
AT4G39100 ZT8 ZT0
AT4G39090 ZT4 ZT8
AT4G38970 ZT8 ZT20
AT4G39080 ZT4 ZT16
AT4G39180 ZT4 ZT12
AT4G39190 ZT0 ZT12
AT4G39280 ZT20 ZT4
AT4G39300 ZT20 ZT12
AT4G39330 ZT16 ZT4
AT4G39320 ZT8 ZT20
AT4G39235 ZT8 ZT20
AT4G38670 ZT12 ZT0
AT4G38690 ZT12 ZT0
AT4G38700 ZT12 ZT0
AT4G38710 ZT16 ZT4
AT4G38570 ZT12 ZT20
AT4G38630 ZT0 ZT12
AT4G38580 ZT0 ZT8
AT4G38620 ZT8 ZT12
AT4G38640 ZT8 ZT0
AT4G38780 ZT0 ZT12
AT4G38860 ZT12 ZT0
AT4G38890 ZT0 ZT4
AT4G38850 ZT12 ZT4
AT4G38840 ZT12 ZT0
AT4G38740 ZT16 ZT4
AT4G38800 ZT12 ZT0
AT4G38430 ZT8 ZT20
AT4G38550 ZT4 ZT16
AT4G38040 ZT12 ZT0
AT4G38260 ZT4 ZT16
AT4G37980 ZT20 ZT4
AT4G38410 ZT16 ZT8
AT4G38420 ZT12 ZT0
AT4G38470 ZT12 ZT0
AT4G38520 ZT4 ZT16
AT4G38540 ZT4 ZT20
AT4G38480 ZT4 ZT20
AT4G38460 ZT4 ZT12
AT4G38100 ZT20 ZT12
AT4G38090 ZT4 ZT0
AT4G38210 ZT8 ZT12
AT4G37910 ZT0 ZT12
AT4G37970 ZT0 ZT12
AT4G38010 ZT0 ZT12
AT4G38020 ZT0 ZT8
AT4G38050 ZT0 ZT8
AT4G38060 ZT8 ZT0
AT4G38150 ZT20 ZT8
AT4G38160 ZT4 ZT0
AT4G38220 ZT8 ZT0
AT4G37790 ZT8 ZT0
AT4G37760 ZT16 ZT0
AT4G37870 ZT12 ZT20
AT4G37550 ZT12 ZT0
AT4G37540 ZT8 ZT0
AT4G37445 ZT12 ZT0
AT4G37295 ZT8 ZT0
AT4G37560 ZT8 ZT0
AT4G37300 ZT4 ZT0
AT4G37490 ZT20 ZT8
AT4G37310 ZT8 ZT12
AT4G37470 ZT0 ZT8
AT4G37650 ZT8 ZT0
AT4G37660 ZT4 ZT12
unknown_682 ZT16 ZT4
AT4G37610 ZT8 ZT0
AT4G37590 ZT8 ZT0
AT4G37830 ZT4 ZT16
AT4G36140 ZT8 ZT0
AT4G36180 ZT4 ZT12
AT4G36210 ZT4 ZT12
AT4G36250 ZT0 ZT4
AT4G36260 ZT12 ZT0
AT4G36280 ZT12 ZT16
AT4G36220 ZT20 ZT4
AT4G36290 ZT20 ZT12
AT4G37460 ZT8 ZT0
AT4G37330 ZT8 ZT0
AT4G37320 ZT4 ZT12
unknown_686 ZT12 ZT0
AT4G37400 ZT20 ZT4
AT4G36105 ZT12 ZT0
AT4G36110 ZT12 ZT0
AT4G36010 ZT0 ZT8
unknown_687 ZT16 ZT4
AT4G35880 ZT0 ZT16
AT4G35850 ZT20 ZT12
AT4G35950 ZT8 ZT0
AT4G35980 ZT4 ZT12
AT4G35790 ZT0 ZT8
AT4G36030 ZT12 ZT0
AT4G36040 ZT16 ZT4
AT4G36050 ZT12 ZT20
AT4G36020 ZT20 ZT4
AT4G35550 ZT8 ZT20
AT4G35830 ZT20 ZT8
AT4G35470 ZT12 ZT0
AT4G35480 ZT0 ZT8
AT4G35600 ZT8 ZT0
AT4G35620 ZT20 ZT8
AT4G35720 ZT20 ZT8
AT4G35780 ZT8 ZT0
AT4G35770 ZT12 ZT0
AT4G35630 ZT0 ZT12
AT4G35750 ZT4 ZT12
AT4G35320 ZT8 ZT4
AT4G35310 ZT0 ZT12
AT4G35130 ZT0 ZT12
AT4G35040 ZT8 ZT0
AT4G35060 ZT16 ZT4
AT4G35110 ZT12 ZT4
AT4G35090 ZT12 ZT0
AT4G35050 ZT4 ZT12
AT4G35230 ZT4 ZT0
unknown_691 ZT8 ZT0
AT4G35300 ZT0 ZT8
AT4G35335 ZT20 ZT8
AT4G35260 ZT0 ZT12
AT4G35250 ZT12 ZT4
AT4G34490 ZT8 ZT12
AT4G34640 ZT8 ZT0
AT4G34770 ZT12 ZT0
AT4G34910 ZT0 ZT8
AT4G34950 ZT0 ZT12
AT4G34970 ZT12 ZT0
AT4G34990 ZT0 ZT12
AT4G34870 ZT0 ZT12
AT4G35020 ZT8 ZT0
AT4G35030 ZT16 ZT12
AT4G34630 ZT8 ZT12
AT4G34450 ZT0 ZT20
AT4G34290 ZT0 ZT12
AT4G34265 ZT8 ZT0
AT4G34350 ZT12 ZT4
AT4G34370 ZT4 ZT20
AT4G34240 ZT0 ZT4
AT4G34540 ZT4 ZT0
AT4G34580 ZT4 ZT20
unknown_695 ZT0 ZT12
AT4G34600 ZT12 ZT4
AT4G34610 ZT8 ZT0
AT4G34680 ZT8 ZT0
AT4G34730 ZT16 ZT0
AT4G34740 ZT16 ZT4
AT4G34750 ZT4 ZT16
AT4G34650 ZT16 ZT4
AT4G34760 ZT8 ZT0
AT4G34000 ZT16 ZT0
AT4G33950 ZT8 ZT20
AT4G34040 ZT8 ZT16
unknown_698 ZT8 ZT20
AT4G34190 ZT8 ZT20
AT4G34200 ZT0 ZT12
AT4G34215 ZT4 ZT0
AT4G34050 ZT0 ZT4
AT4G34220 ZT12 ZT4
AT4G34120 ZT0 ZT8
AT4G34150 ZT8 ZT0
AT4G34250 ZT16 ZT8
AT4G34270 ZT4 ZT16
AT4G33985 ZT0 ZT8
AT4G33770 ZT12 ZT0
AT4G33780 ZT4 ZT12
AT4G33666 ZT12 ZT0
AT4G33670 ZT4 ZT8
AT4G33790 ZT16 ZT0
AT4G33860 ZT20 ZT4
AT4G33890 ZT4 ZT16
AT4G33980 ZT4 ZT8
AT4G33940 ZT12 ZT20
AT4G33480 ZT4 ZT12
AT4G33490 ZT0 ZT8
AT4G33420 ZT12 ZT0
AT4G33510 ZT4 ZT12
AT4G33360 ZT4 ZT16
AT4G33470 ZT4 ZT16
AT4G33430 ZT4 ZT16
AT4G33540 ZT4 ZT12
AT4G33550 ZT0 ZT4
AT4G33700 ZT4 ZT12
AT4G33400 ZT20 ZT8
AT4G33090 ZT0 ZT8
unknown_708 ZT16 ZT4
AT4G33130 ZT8 ZT12
AT4G33170 ZT4 ZT8
AT4G33240 ZT8 ZT0
AT4G33220 ZT12 ZT4
AT4G33150 ZT4 ZT20
AT4G33140 ZT8 ZT12
AT4G33300 ZT4 ZT16
AT4G33350 ZT0 ZT8
AT4G33030 ZT0 ZT12
AT4G32910 ZT4 ZT0
AT4G32750 ZT12 ZT0
AT4G32770 ZT16 ZT4
AT4G32720 ZT20 ZT8
AT4G32850 ZT4 ZT16
AT4G32870 ZT8 ZT0
AT4G32830 ZT20 ZT8
AT4G32800 ZT0 ZT16
AT4G32980 ZT0 ZT4
AT4G33000 ZT12 ZT0
AT4G33050 ZT4 ZT16
AT4G32760 ZT4 ZT20
AT4G32260 ZT8 ZT0
AT4G32340 ZT0 ZT8
AT4G32280 ZT12 ZT0
AT4G32190 ZT12 ZT4
AT4G32520 ZT0 ZT8
AT4G32570 ZT12 ZT20
AT4G32530 ZT4 ZT12
AT4G32605 ZT0 ZT12
AT4G31860 ZT4 ZT20
AT4G32020 ZT16 ZT4
AT4G32060 ZT4 ZT20
AT4G32150 ZT4 ZT0
AT4G32030 ZT12 ZT0
AT4G32140 ZT8 ZT20
AT4G32160 ZT4 ZT16
AT4G32180 ZT4 ZT12
AT4G32290 ZT4 ZT12
AT4G32300 ZT4 ZT0
AT4G31840 ZT4 ZT12
AT4G31990 ZT0 ZT16
AT4G31985 ZT0 ZT12
AT4G31720 ZT4 ZT0
AT4G31800 ZT4 ZT16
AT4G31600 ZT0 ZT12
AT4G31700 ZT0 ZT12
AT4G31780 ZT4 ZT16
AT4G31790 ZT20 ZT12
AT4G31810 ZT0 ZT12
AT4G31820 ZT4 ZT0
AT4G31870 ZT16 ZT4
AT4G31980 ZT0 ZT8
AT4G31730 ZT8 ZT20
AT4G31390 ZT8 ZT16
AT4G31400 ZT0 ZT12
AT4G31290 ZT4 ZT0
AT4G31500 ZT0 ZT12
AT4G31550 ZT0 ZT8
AT4G31580 ZT0 ZT12
AT4G31450 ZT0 ZT4
AT4G31310 ZT8 ZT0
AT4G30950 ZT12 ZT0
AT4G30993 ZT8 ZT0
AT4G30960 ZT20 ZT4
AT4G31050 ZT4 ZT8
AT4G31080 ZT8 ZT0
AT4G31120 ZT20 ZT8
AT4G31140 ZT8 ZT0
AT4G31180 ZT20 ZT8
AT4G31210 ZT0 ZT12
AT4G31250 ZT12 ZT0
AT4G31000 ZT12 ZT16
AT4G31060 ZT0 ZT8
AT4G30340 ZT8 ZT16
AT4G30610 ZT8 ZT0
AT4G30400 ZT20 ZT4
AT4G30660 ZT0 ZT8
AT4G30700 ZT0 ZT8
AT4G30790 ZT12 ZT16
unknown_722 ZT8 ZT20
AT4G30840 ZT0 ZT12
AT4G30760 ZT20 ZT4
AT4G30800 ZT0 ZT12
AT4G30810 ZT0 ZT12
unknown_725 ZT8 ZT0
AT4G30935 ZT0 ZT12
AT4G30530 ZT0 ZT4
AT4G30190 ZT4 ZT16
AT4G30200 ZT8 ZT0
AT4G30310 ZT12 ZT20
AT4G30350 ZT4 ZT16
AT4G30360 ZT0 ZT8
AT4G30460 ZT20 ZT4
AT4G30560 ZT0 ZT12
AT4G30640 ZT0 ZT8
AT4G30650 ZT0 ZT8
AT4G30440 ZT8 ZT16
AT4G30500 ZT4 ZT12
AT4G30390 ZT4 ZT0
AT4G30470 ZT8 ZT0
AT4G30630 ZT0 ZT12
AT4G29960 ZT8 ZT0
AT4G29810 ZT0 ZT12
AT4G29950 ZT8 ZT0
AT4G30020 ZT0 ZT8
AT4G30080 ZT0 ZT16
AT4G30210 ZT8 ZT0
AT4G30230 ZT20 ZT12
AT4G30270 ZT12 ZT0
AT4G29610 ZT20 ZT8
AT4G29520 ZT0 ZT12
AT4G29590 ZT0 ZT12
AT4G29670 ZT4 ZT12
AT4G29735 ZT4 ZT16
AT4G29510 ZT0 ZT8
AT4G29680 ZT0 ZT12
AT4G29840 ZT0 ZT12
AT4G29890 ZT4 ZT0
AT4G29900 ZT4 ZT16
AT4G29120 ZT20 ZT12
AT4G29210 ZT0 ZT12
AT4G29220 ZT4 ZT20
AT4G29380 ZT4 ZT0
AT4G29390 ZT0 ZT8
AT4G29190 ZT16 ZT8
AT4G29430 ZT20 ZT12
AT4G29410 ZT0 ZT12
AT4G29480 ZT4 ZT16
AT4G29160 ZT0 ZT12
AT4G28750 ZT16 ZT8
AT4G28760 ZT8 ZT0
AT4G29050 ZT4 ZT16
AT4G29080 ZT4 ZT20
AT4G29040 ZT0 ZT8
AT4G29010 ZT0 ZT8
AT4G28830 ZT4 ZT0
AT4G28740 ZT8 ZT12
AT4G28430 ZT20 ZT8
unknown_732 ZT0 ZT12
AT4G28390 ZT12 ZT4
AT4G28450 ZT20 ZT12
AT4G28480 ZT0 ZT12
AT4G28400 ZT8 ZT16
AT4G28590 ZT0 ZT12
AT4G28610 ZT12 ZT0
AT4G28570 ZT0 ZT4
AT4G28700 ZT16 ZT4
AT4G28200 ZT20 ZT8
AT4G28230 ZT20 ZT8
AT4G28260 ZT12 ZT0
AT4G28270 ZT8 ZT12
AT4G28320 ZT0 ZT8
AT4G28220 ZT4 ZT16
AT4G28190 ZT12 ZT0
AT4G28240 ZT12 ZT0
AT4G28290 ZT8 ZT0
AT4G28250 ZT16 ZT4
AT4G28210 ZT0 ZT12
AT4G28310 ZT0 ZT12
AT4G27940 ZT8 ZT0
AT4G28025 ZT12 ZT20
unknown_736 ZT8 ZT16
AT4G27652 ZT0 ZT12
AT4G27800 ZT4 ZT16
AT4G27820 ZT0 ZT8
AT4G27840 ZT0 ZT12
AT4G27880 ZT8 ZT0
AT4G27780 ZT8 ZT0
AT4G27830 ZT0 ZT4
AT4G27930 ZT0 ZT12
AT4G27900 ZT4 ZT16
AT4G27657 ZT8 ZT0
AT4G27700 ZT16 ZT4
unknown_737 ZT0 ZT8
AT4G27440 ZT0 ZT8
AT4G27410 ZT16 ZT4
AT4G27450 ZT12 ZT0
AT4G27435 ZT12 ZT0
unknown_738 ZT0 ZT12
AT4G27710 ZT16 ZT4
AT4G27730 ZT4 ZT0
AT4G27750 ZT4 ZT0
AT4G27760 ZT16 ZT12
unknown_739 ZT0 ZT12
AT4G27620 ZT0 ZT12
unknown_740 ZT0 ZT8
AT4G27080 ZT0 ZT8
AT4G27130 ZT4 ZT20
AT4G27180 ZT0 ZT4
AT4G27260 ZT8 ZT0
AT4G27270 ZT20 ZT12
AT4G27300 ZT12 ZT4
unknown_742 ZT0 ZT8
AT4G27280 ZT8 ZT16
AT4G27240 ZT12 ZT0
AT4G27320 ZT12 ZT4
AT4G27350 ZT8 ZT0
AT4G27230 ZT0 ZT12
AT4G26850 ZT8 ZT0
AT4G26650 ZT8 ZT0
AT4G26720 ZT4 ZT0
AT4G26830 ZT12 ZT0
AT4G26950 ZT8 ZT16
AT4G27010 ZT0 ZT8
AT4G27030 ZT8 ZT0
AT4G27050 ZT12 ZT20
AT4G26790 ZT16 ZT4
AT4G26760 ZT0 ZT12
AT4G26780 ZT0 ZT12
AT4G26910 ZT0 ZT12
AT4G26860 ZT12 ZT0
AT4G27000 ZT8 ZT0
AT4G26700 ZT0 ZT4
AT4G26400 ZT4 ZT0
AT4G26410 ZT4 ZT16
AT4G26480 ZT8 ZT0
AT4G26490 ZT8 ZT0
AT4G26510 ZT0 ZT8
AT4G26500 ZT0 ZT12
AT4G26555 ZT12 ZT0
AT4G26600 ZT0 ZT8
AT4G26610 ZT4 ZT0
AT4G26670 ZT4 ZT8
AT4G26570 ZT12 ZT16
AT4G26270 ZT0 ZT12
AT4G26130 ZT0 ZT8
AT4G26060 ZT0 ZT12
AT4G26070 ZT0 ZT12
AT4G26080 ZT0 ZT12
AT4G26090 ZT0 ZT12
AT4G26370 ZT0 ZT8
AT4G26150 ZT8 ZT0
AT4G26180 ZT4 ZT0
AT4G25700 ZT8 ZT0
AT4G25780 ZT8 ZT0
AT4G25835 ZT12 ZT0
AT4G25870 ZT4 ZT20
AT4G25940 ZT4 ZT20
AT4G25960 ZT12 ZT0
AT4G25970 ZT0 ZT8
AT4G25910 ZT8 ZT0
AT4G25900 ZT4 ZT12
AT4G25830 ZT8 ZT0
AT4G25740 ZT20 ZT8
AT4G25270 ZT8 ZT12
unknown_748 ZT16 ZT0
AT4G25170 ZT4 ZT0
AT4G25210 ZT20 ZT4
AT4G25390 ZT12 ZT0
AT4G25420 ZT16 ZT4
AT4G25480 ZT16 ZT8
AT4G25434 ZT0 ZT8
AT4G25470 ZT16 ZT0
AT4G25340 ZT0 ZT4
AT4G25730 ZT0 ZT8
AT4G25630 ZT20 ZT4
AT4G25660 ZT0 ZT4
AT4G25720 ZT4 ZT16
AT4G24920 ZT0 ZT12
AT4G24960 ZT0 ZT12
AT4G25050 ZT16 ZT0
AT4G25080 ZT12 ZT0
AT4G24990 ZT4 ZT0
AT4G25240 ZT20 ZT8
AT4G24970 ZT4 ZT12
AT4G24790 ZT16 ZT4
AT4G24780 ZT16 ZT4
AT4G24760 ZT8 ZT0
AT4G24670 ZT12 ZT4
AT4G24520 ZT4 ZT0
AT4G24540 ZT8 ZT20
AT4G24740 ZT0 ZT12
AT4G24660 ZT8 ZT0
AT4G24810 ZT4 ZT12
AT4G24830 ZT0 ZT4
AT4G24930 ZT8 ZT20
AT4G24610 ZT0 ZT8
AT4G24630 ZT8 ZT0
AT4G24690 ZT4 ZT12
AT4G24700 ZT8 ZT0
AT4G24260 ZT8 ZT0
AT4G24270 ZT0 ZT12
AT4G24460 ZT0 ZT16
AT4G24220 ZT4 ZT8
AT4G24240 ZT4 ZT20
AT4G24370 ZT4 ZT0
AT4G24470 ZT4 ZT12
AT4G24190 ZT0 ZT12
AT4G24120 ZT8 ZT0
AT4G24050 ZT12 ZT0
AT4G24010 ZT0 ZT12
AT4G23890 ZT16 ZT4
AT4G23920 ZT20 ZT8
AT4G24020 ZT12 ZT0
AT4G24090 ZT0 ZT12
unknown_753 ZT12 ZT0
AT4G24130 ZT16 ZT4
AT4G24140 ZT12 ZT20
AT4G24180 ZT12 ZT0
AT4G24060 ZT4 ZT0
AT4G24175 ZT4 ZT12
AT4G23570 ZT20 ZT12
AT4G23590 ZT20 ZT8
AT4G23710 ZT4 ZT16
AT4G23650 ZT8 ZT0
AT4G23670 ZT0 ZT8
AT4G23620 ZT20 ZT12
AT4G23610 ZT0 ZT12
AT4G23600 ZT0 ZT12
AT4G23800 ZT0 ZT8
AT4G23540 ZT0 ZT12
AT4G23400 ZT12 ZT0
AT4G23200 ZT20 ZT4
AT4G23240 ZT0 ZT12
AT4G23260 ZT4 ZT12
AT4G23270 ZT0 ZT8
AT4G23290 ZT12 ZT4
AT4G23300 ZT12 ZT4
AT4G23220 ZT0 ZT12
AT4G23180 ZT0 ZT12
AT4G23470 ZT4 ZT16
unknown_759 ZT0 ZT12
AT4G23130 ZT0 ZT12
AT4G23040 ZT0 ZT8
AT4G23050 ZT0 ZT4
AT4G22720 ZT8 ZT0
AT4G22770 ZT4 ZT16
AT4G22740 ZT0 ZT12
unknown_760 ZT4 ZT0
AT4G22840 ZT20 ZT4
AT4G22980 ZT4 ZT12
AT4G23000 ZT0 ZT12
AT4G23010 ZT20 ZT8
AT4G23060 ZT8 ZT20
AT4G22890 ZT12 ZT0
AT4G22920 ZT8 ZT0
AT4G22200 ZT16 ZT4
unknown_763 ZT0 ZT16
AT4G22530 ZT0 ZT12
AT4G22560 ZT8 ZT0
unknown_767 ZT0 ZT12
AT4G22570 ZT8 ZT0
AT4G22260 ZT8 ZT16
AT4G21990 ZT8 ZT16
AT4G22150 ZT0 ZT12
AT4G22250 ZT20 ZT8
AT4G22280 ZT4 ZT16
AT4G22380 ZT20 ZT4
AT4G22190 ZT8 ZT0
AT4G22360 ZT12 ZT0
AT4G22010 ZT12 ZT4
AT4G21760 ZT16 ZT4
AT4G21790 ZT8 ZT0
unknown_777 ZT8 ZT20
AT4G21870 ZT12 ZT0
AT4G21850 ZT4 ZT16
AT4G21860 ZT12 ZT4
AT4G21280 ZT8 ZT20
AT4G21110 ZT8 ZT0
AT4G21410 ZT4 ZT0
AT4G21380 ZT0 ZT8
AT4G21560 ZT4 ZT0
AT4G21610 ZT4 ZT0
AT4G21510 ZT12 ZT0
AT4G21450 ZT4 ZT0
AT4G20820 ZT12 ZT0
AT4G20980 ZT20 ZT4
AT4G20930 ZT0 ZT12
AT4G20890 ZT4 ZT12
AT4G20870 ZT8 ZT0
